UID,OrganizationIdentifier,OrganizationFormalName,ProviderName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,IR_FLAG,IR_COMMENT,IR_MLID,IR_MLNAME,ASSESS_ID,AU_NAME,AU_Type,Water_Type,R317Descrp,ss_R317Descrp,BEN_CLASS,MLID_Count,Lat_Count,Long_Count,sites100m_count,LatitudeMeasure,LongitudeMeasure,IR_Lat,IR_Long,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ValidationType,ReviewComment
2079,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995700,SYAR TUNNEL OUTLET AT SIXTH WATER,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995700,SYAR TUNNEL OUTLET AT SIXTH WATER,UT16020202-009_00,Sixth Water Creek,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.11718122,-111.3121212,40.11718122,-111.3121212,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2080,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995710,DIAMOND FORK CREEK ABOVE SIXTH WATER,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-007_00,Diamond Fork-2,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,1,40.08467661,-111.3551846,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2081,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995720,SIXTH WATER CK AB SYAR TUNNEL OUTLET,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-009_00,Sixth Water Creek,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,1,40.11773155,-111.3151749,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2082,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995730,SIXTH WATER CREEK ABOVE DIAMOND FORK CREEK,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-010_00,Third Water Creek,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,1,40.08411974,-111.3546187,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2083,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995760,DIAMOND FK CK @ RAYS VALLEY RD XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995760,DIAMOND FK CK @ RAYS VALLEY RD XING,UT16020202-008_00,Diamond Fork-3,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.14578699,-111.3376812,40.14578699,-111.3376812,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2084,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995775,HALLS FORK AB CNFL YELLOWJACKET CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995775,HALLS FORK AB CNFL YELLOWJACKET CK,UT16020202-008_00,Diamond Fork-3,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.20993157,-111.2815585,40.20993157,-111.2815585,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2085,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995780,SIXTH WATER @ STRAWBERRY TUNNEL OUTLET,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995780,SIXTH WATER @ STRAWBERRY TUNNEL OUTLET,UT16020202-009_00,Sixth Water Creek,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.16107186,-111.2507314,40.16107186,-111.2507314,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2086,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995790,SPANISH FK R AB CNFL / DIAMOND FK CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995790,SPANISH FK R AB CNFL / DIAMOND FK CK,UT16020202-002_00,Spanish Fork River-2,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.02467447,-111.5029699,40.02467447,-111.5029699,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2087,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995800,THISTLE CK AB THISTLE LAKE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995800,THISTLE CK AB THISTLE LAKE,UT16020202-022_00,Thistle Creek-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.98495415,-111.5021397,39.98495415,-111.5021397,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2088,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995822,NEBO CK AB CNFL SALT HOLLOW,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995822,NEBO CK AB CNFL SALT HOLLOW,UT16020202-025_00,Nebo Creek,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.86900874,-111.5932215,39.86900874,-111.5932215,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2089,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995835,THISTLE CK 0.4 M AB crossing at Birdseye,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995835,THISTLE CK 0.4 M AB crossing at Birdseye,UT16020202-022_00,Thistle Creek-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.91912,-111.54801,39.91912,-111.54801,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2090,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995845,HOLMAN CK APPROX. 150 METERS AB CNFL W/ NEBO CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995845,HOLMAN CK APPROX. 150 METERS AB CNFL W/ NEBO CK,UT16020202-025_00,Nebo Creek,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.8514,-111.64104,39.8514,-111.64104,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2091,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995880,SOLDIER CK AB US 89 XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995880,SOLDIER CK AB US 89 XING,UT16020202-012_00,Soldier Creek-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.99372,-111.49392,39.99372,-111.49392,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2092,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995883,SOLDIER CK AB CNFL/ LAKE FK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995883,SOLDIER CK AB CNFL/ LAKE FK,UT16020202-012_00,Soldier Creek-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.99356287,-111.4754598,39.99356287,-111.4754598,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2093,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995885,SOLDIER CK 17 MI INTO CANYON ALONG HWY 6,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995885,SOLDIER CK 17 MI INTO CANYON ALONG HWY 6,UT16020202-012_00,Soldier Creek-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.9945731,-111.4289851,39.9945731,-111.4289851,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2094,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995915,SOLDIER CK AB CNFL W/ DAIRY FK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995915,SOLDIER CK AB CNFL W/ DAIRY FK,UT16020202-012_00,Soldier Creek-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.97098,-111.33343,39.97098,-111.33343,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2095,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995920,TIE FK AB SOLDIER CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995920,TIE FK AB SOLDIER CK,UT16020202-015_00,Tie Fork,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.94996181,-111.2168411,39.94996181,-111.2168411,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2096,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995925,TIE FORK AB SOLDIER CK UPSTREAM OF GAGE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995925,TIE FORK AB SOLDIER CK UPSTREAM OF GAGE,UT16020202-015_00,Tie Fork,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.95226274,-111.2150103,39.95226274,-111.2150103,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2097,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995928,TIE FK AB WEST CANYON,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995928,TIE FK AB WEST CANYON,UT16020202-015_00,Tie Fork,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.9760147,-111.2139254,39.9760147,-111.2139254,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2098,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995930,CLEAR CK AB SOLDIER CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995930,CLEAR CK AB SOLDIER CK,UT16020202-019_00,Clear Creek-Tucker,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.9355129,-111.2001756,39.9355129,-111.2001756,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2099,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995931,ECAFINIA CK AB CNFL/ SOLDIER CK,River/Stream,Blind Duplicate of 4995935,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020202-019_00,Clear Creek-Tucker,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",NA,NA,NA,NA,39.93523828,-111.2026678,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2100,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995935,CLEAR CK 3/4MI AB CNFL/ Soldier CK AB REST AREA,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995935,CLEAR CK 3/4MI AB CNFL/ Soldier CK AB REST AREA,UT16020202-019_00,Clear Creek-Tucker,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.93523842,-111.2025859,39.93523842,-111.2025859,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2101,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995940,STARVATION CK AB SOLDIER CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995940,STARVATION CK AB SOLDIER CK,UT16020202-020_00,Starvation Creek,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.93189801,-111.2012886,39.93189801,-111.2012886,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2102,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995942,STARVATION CK BL DRY HOLLOW,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995942,STARVATION CK BL DRY HOLLOW,UT16020202-020_00,Starvation Creek,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.91581411,-111.2070919,39.91581411,-111.2070919,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2103,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995950,SOLDIER CK AB STARVATION CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995950,SOLDIER CK AB STARVATION CK,UT16020202-013_00,Soldier Creek-2,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,39.93162111,-111.1998951,39.93162111,-111.1998951,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2104,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996000,DRY CK @ CR 77 XING AB UTAH LAKE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996000,DRY CK @ CR 77 XING AB UTAH LAKE,UT16020202-035_00,Dry Creek-1,River/Stream,River / Stream,Dry Creek and tributaries from Utah Lake (Provo Bay) to Highway-US 89,NA,"2B,3E,4",1,1,1,0,40.158528,-111.663806,40.158528,-111.663806,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2105,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996005,Dry Ck BL Spanish Fork WWTP at Main St,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996005,Dry Ck BL Spanish Fork WWTP at Main St,UT16020202-035_00,Dry Creek-1,River/Stream,River / Stream,Dry Creek and tributaries from Utah Lake (Provo Bay) to Highway-US 89,NA,"2B,3E,4",1,1,1,0,40.148444,-111.657083,40.148444,-111.657083,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2106,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996010,DRY CK BL SPANISH FK WWTP,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996010,DRY CK BL SPANISH FK WWTP,UT16020202-035_00,Dry Creek-1,River/Stream,River / Stream,Dry Creek and tributaries from Utah Lake (Provo Bay) to Highway-US 89,NA,"2B,3E,4",1,1,1,0,40.14468037,-111.651588,40.14468037,-111.651588,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2107,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996030,DRY CK AB SPANISH FK WWTP,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996030,DRY CK AB SPANISH FK WWTP,UT16020202-035_00,Dry Creek-1,River/Stream,River / Stream,Dry Creek and tributaries from Utah Lake (Provo Bay) to Highway-US 89,NA,"2B,3E,4",1,1,1,0,40.145722,-111.647649,40.145722,-111.647649,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2108,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996040,Dry Ck Near Utah Lake-WLA,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-16020201-004_00,NA,Reservoir/Lake,River / Stream,All other permanent streams entering Utah Lake,NA,"2B,3B,4",NA,NA,NA,NA,40.180986,-111.671064,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2109,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996042,DRY CK EAST TRIBUTARY,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-16020201-004_00,NA,Reservoir/Lake,River / Stream,All other permanent streams entering Utah Lake,NA,"2B,3B,4",NA,NA,NA,NA,40.174833,-111.663617,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2110,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996100,HOBBLE CK AT I-15 BDG 3MI S OF PROVO,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996100,HOBBLE CK AT I-15 BDG 3MI S OF PROVO,UT16020202-003_00,Hobble Creek-1,River/Stream,River / Stream,"Hobble Creek and tributaries, from Utah Lake to headwaters",NA,"2B,3A,4",1,1,1,0,40.184,-111.64727,40.184,-111.64727,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2111,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996133,LEFT FK.HOBBLE CK BL BARTHOLOMEW CANYON,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996133,LEFT FK.HOBBLE CK BL BARTHOLOMEW CANYON,UT16020202-004_00,Hobble Creek-2,River/Stream,River / Stream,"Hobble Creek and tributaries, from Utah Lake to headwaters",NA,"2B,3A,4",1,1,1,0,40.1976263,-111.4915214,40.1976263,-111.4915214,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2112,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996135,LEFT FK HOBBLE CK AB GRANGER CANYON,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996135,LEFT FK HOBBLE CK AB GRANGER CANYON,UT16020202-004_00,Hobble Creek-2,River/Stream,River / Stream,"Hobble Creek and tributaries, from Utah Lake to headwaters",NA,"2B,3A,4",1,1,1,0,40.21711,-111.48223,40.21711,-111.48223,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2113,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996140,RIGHT FK HOBBLE CK @ CHERRY CMPGD,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996140,RIGHT FK HOBBLE CK @ CHERRY CMPGD,UT16020202-005_00,Hobble Creek-3,River/Stream,River / Stream,"Hobble Creek and tributaries, from Utah Lake to headwaters",NA,"2B,3A,4",1,1,1,0,40.16884607,-111.4774088,40.16884607,-111.4774088,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2114,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996155,R. FK. HOBBLE CK. BL BALSAM CAMPGROUND,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996155,R. FK. HOBBLE CK. BL BALSAM CAMPGROUND,UT16020202-005_00,Hobble Creek-3,River/Stream,River / Stream,"Hobble Creek and tributaries, from Utah Lake to headwaters",NA,"2B,3A,4",1,1,1,0,40.19852909,-111.4075214,40.19852909,-111.4075214,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2115,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996170,SHEEP CANYON CK AB CNFL L. FK. HOBBLE CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996170,SHEEP CANYON CK AB CNFL L. FK. HOBBLE CK,UT16020202-004_00,Hobble Creek-2,River/Stream,River / Stream,"Hobble Creek and tributaries, from Utah Lake to headwaters",NA,"2B,3A,4",1,1,1,0,40.26167107,-111.4089231,40.26167107,-111.4089231,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2116,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996190,SPRING CK UPRR XING 1.7MI SE OF PROVO GOLF CSE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4996190,SPRING CK UPRR XING 1.7MI SE OF PROVO GOLF CSE,UT16020202-042_00,Spring Creek-Springville,River/Stream,River / Stream,Spring Creek and tributaries from Utah Lake (Provo Bay) to 50 feet upstream from the east boundary of the Industrial Parkway Road Right-of-way,NA,"2B,3B,4",1,1,1,0,40.19166505,-111.6385744,40.19166505,-111.6385744,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2117,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4996200,LITTLE SPRING CK W/OUT EFFLUENT -WLA,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,River / Stream,Tributary to Spring Creek (Utah County) which receives the Springville City WWTP effluent from confluence with Spring Creek to headwaters,NA,"2B,3D,4",NA,NA,NA,NA,40.183286,-111.626142,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
